# x_norm y_norm Predicted_u
2.647157e-01 9.514362e-01 1.260930e-01
2.575479e-01 9.546274e-01 1.167911e-01
2.503801e-01 9.578186e-01 1.077322e-01
2.432124e-01 9.610099e-01 9.965694e-02
2.360436e-01 9.642011e-01 9.105158e-02
2.288758e-01 9.673923e-01 8.322954e-02
2.217080e-01 9.705846e-01 7.539046e-02
2.145402e-01 9.737758e-01 6.804299e-02
2.073725e-01 9.769671e-01 6.141877e-02
6.199165e-01 7.847015e-01 5.884436e-01
6.127487e-01 7.878927e-01 5.862769e-01
6.055810e-01 7.910849e-01 5.837653e-01
5.984132e-01 7.942762e-01 5.806795e-01
5.912444e-01 7.974674e-01 5.768218e-01
5.840766e-01 8.006587e-01 5.732418e-01
5.769088e-01 8.038499e-01 5.686890e-01
5.697411e-01 8.070411e-01 5.637257e-01
5.625733e-01 8.102324e-01 5.587952e-01
5.554055e-01 8.134236e-01 5.528152e-01
5.482377e-01 8.166148e-01 5.468357e-01
5.410699e-01 8.198061e-01 5.402737e-01
5.339022e-01 8.229973e-01 5.330215e-01
5.267344e-01 8.261896e-01 5.263028e-01
5.195666e-01 8.293808e-01 5.182757e-01
5.123988e-01 8.325720e-01 5.104294e-01
5.052310e-01 8.357633e-01 5.020082e-01
4.980632e-01 8.389545e-01 4.931713e-01
4.908955e-01 8.421458e-01 4.844030e-01
4.837277e-01 8.453370e-01 4.752631e-01
4.765589e-01 8.485282e-01 4.653887e-01
4.693911e-01 8.517195e-01 4.555498e-01
4.622233e-01 8.549107e-01 4.458642e-01
4.550556e-01 8.581019e-01 4.350348e-01
4.478878e-01 8.612942e-01 4.250383e-01
4.407200e-01 8.644854e-01 4.143788e-01
4.335522e-01 8.676767e-01 4.034154e-01
4.263844e-01 8.708679e-01 3.927615e-01
4.192167e-01 8.740591e-01 3.815800e-01
4.120489e-01 8.772504e-01 3.704368e-01
4.048811e-01 8.804416e-01 3.589833e-01
3.977133e-01 8.836328e-01 3.477085e-01
3.905455e-01 8.868241e-01 3.365949e-01
3.833778e-01 8.900153e-01 3.250742e-01
3.762100e-01 8.932066e-01 3.131583e-01
3.690422e-01 8.963988e-01 3.016574e-01
3.618734e-01 8.995900e-01 2.901635e-01
3.547056e-01 9.027813e-01 2.789321e-01
3.475378e-01 9.059725e-01 2.675055e-01
3.403701e-01 9.091638e-01 2.558782e-01
3.332023e-01 9.123550e-01 2.450926e-01
3.260345e-01 9.155462e-01 2.340047e-01
3.188667e-01 9.187375e-01 2.228045e-01
3.116989e-01 9.219287e-01 2.115806e-01
3.045312e-01 9.251199e-01 2.007833e-01
2.973634e-01 9.283112e-01 1.903247e-01
2.901956e-01 9.315034e-01 1.797183e-01
2.830278e-01 9.346947e-01 1.696106e-01
2.758600e-01 9.378859e-01 1.594335e-01
2.686923e-01 9.410771e-01 1.497355e-01
2.615245e-01 9.442684e-01 1.399426e-01
2.543567e-01 9.474596e-01 1.303895e-01
2.471879e-01 9.506509e-01 1.215401e-01
2.400201e-01 9.538421e-01 1.127151e-01
2.328523e-01 9.570333e-01 1.036922e-01
2.256846e-01 9.602246e-01 9.531450e-02
2.185168e-01 9.634158e-01 8.731878e-02
2.113490e-01 9.666080e-01 7.960403e-02
2.041812e-01 9.697993e-01 7.226384e-02
1.970134e-01 9.729905e-01 6.540322e-02
1.898457e-01 9.761818e-01 5.844545e-02
1.826779e-01 9.793730e-01 5.182183e-02
1.755101e-01 9.825642e-01 4.588270e-02
1.683423e-01 9.857555e-01 3.998077e-02
6.382286e-01 7.679600e-01 6.095171e-01
6.310609e-01 7.711512e-01 6.090612e-01
6.238931e-01 7.743424e-01 6.078429e-01
6.167253e-01 7.775337e-01 6.061507e-01
6.095575e-01 7.807249e-01 6.047219e-01
6.023897e-01 7.839162e-01 6.021607e-01
5.952209e-01 7.871084e-01 5.990379e-01
5.880532e-01 7.902996e-01 5.956004e-01
5.808854e-01 7.934909e-01 5.921310e-01
5.737176e-01 7.966821e-01 5.878451e-01
5.665498e-01 7.998734e-01 5.825038e-01
5.593820e-01 8.030646e-01 5.770526e-01
5.522143e-01 8.062558e-01 5.717530e-01
5.450465e-01 8.094471e-01 5.654101e-01
5.378787e-01 8.126383e-01 5.593197e-01
5.307109e-01 8.158295e-01 5.520301e-01
5.235431e-01 8.190208e-01 5.449882e-01
5.163754e-01 8.222130e-01 5.374720e-01
5.092076e-01 8.254043e-01 5.296074e-01
5.020398e-01 8.285955e-01 5.211844e-01
4.948720e-01 8.317867e-01 5.125828e-01
4.877042e-01 8.349780e-01 5.031391e-01
4.805354e-01 8.381692e-01 4.936881e-01
4.733677e-01 8.413604e-01 4.846925e-01
4.661999e-01 8.445517e-01 4.747572e-01
4.590321e-01 8.477429e-01 4.641855e-01
4.518643e-01 8.509342e-01 4.540386e-01
4.446965e-01 8.541254e-01 4.437783e-01
4.375288e-01 8.573176e-01 4.330901e-01
4.303610e-01 8.605089e-01 4.215924e-01
4.231932e-01 8.637001e-01 4.109259e-01
4.160254e-01 8.668914e-01 3.996997e-01
4.088576e-01 8.700826e-01 3.889978e-01
4.016899e-01 8.732738e-01 3.769138e-01
3.945221e-01 8.764651e-01 3.655837e-01
3.873543e-01 8.796563e-01 3.539757e-01
3.801865e-01 8.828475e-01 3.425646e-01
3.730187e-01 8.860388e-01 3.306890e-01
3.658499e-01 8.892300e-01 3.190429e-01
3.586822e-01 8.924223e-01 3.071762e-01
3.515144e-01 8.956135e-01 2.956842e-01
3.443466e-01 8.988047e-01 2.839891e-01
3.371788e-01 9.019960e-01 2.725022e-01
3.300110e-01 9.051872e-01 2.608868e-01
3.228433e-01 9.083785e-01 2.495710e-01
3.156755e-01 9.115697e-01 2.385517e-01
3.085077e-01 9.147609e-01 2.273226e-01
3.013399e-01 9.179522e-01 2.162921e-01
2.941721e-01 9.211434e-01 2.054468e-01
2.870044e-01 9.243346e-01 1.944786e-01
2.798366e-01 9.275269e-01 1.840488e-01
2.726688e-01 9.307181e-01 1.734755e-01
2.655010e-01 9.339094e-01 1.636039e-01
2.583332e-01 9.371006e-01 1.535343e-01
2.511645e-01 9.402918e-01 1.439455e-01
2.439967e-01 9.434831e-01 1.341649e-01
2.368289e-01 9.466743e-01 1.251473e-01
2.296611e-01 9.498655e-01 1.158754e-01
2.224933e-01 9.530568e-01 1.073887e-01
2.153255e-01 9.562480e-01 9.913957e-02
2.081578e-01 9.594393e-01 9.090185e-02
2.009900e-01 9.626315e-01 8.346093e-02
1.938222e-01 9.658227e-01 7.582140e-02
1.866544e-01 9.690140e-01 6.840813e-02
1.794866e-01 9.722052e-01 6.164718e-02
1.723189e-01 9.753965e-01 5.545366e-02
1.651511e-01 9.785877e-01 4.932320e-02
1.579833e-01 9.817789e-01 4.367042e-02
1.508155e-01 9.849702e-01 3.823054e-02
1.436477e-01 9.881614e-01 3.349495e-02
6.637085e-01 7.480272e-01 6.228625e-01
6.565407e-01 7.512185e-01 6.246296e-01
6.493730e-01 7.544097e-01 6.257968e-01
6.422052e-01 7.576009e-01 6.271793e-01
6.350374e-01 7.607922e-01 6.270332e-01
6.278696e-01 7.639834e-01 6.265796e-01
6.207018e-01 7.671747e-01 6.258965e-01
6.135341e-01 7.703659e-01 6.249688e-01
6.063653e-01 7.735571e-01 6.224073e-01
5.991975e-01 7.767484e-01 6.203024e-01
5.920297e-01 7.799396e-01 6.172677e-01
5.848619e-01 7.831319e-01 6.141437e-01
5.776941e-01 7.863231e-01 6.105460e-01
5.705264e-01 7.895143e-01 6.062193e-01
5.633586e-01 7.927056e-01 6.012824e-01
5.561908e-01 7.958968e-01 5.961628e-01
5.490230e-01 7.990880e-01 5.906258e-01
5.418552e-01 8.022793e-01 5.843391e-01
5.346875e-01 8.054705e-01 5.782926e-01
5.275197e-01 8.086618e-01 5.711614e-01
5.203519e-01 8.118530e-01 5.639598e-01
5.131841e-01 8.150442e-01 5.565202e-01
5.060163e-01 8.182365e-01 5.484909e-01
4.988486e-01 8.214277e-01 5.399315e-01
4.916808e-01 8.246190e-01 5.310365e-01
4.845120e-01 8.278102e-01 5.218983e-01
4.773442e-01 8.310014e-01 5.129602e-01
4.701764e-01 8.341927e-01 5.031768e-01
4.630086e-01 8.373839e-01 4.934088e-01
4.558409e-01 8.405751e-01 4.829060e-01
4.486731e-01 8.437664e-01 4.726822e-01
4.415053e-01 8.469576e-01 4.620327e-01
4.343375e-01 8.501489e-01 4.512794e-01
4.271697e-01 8.533411e-01 4.404113e-01
4.200020e-01 8.565323e-01 4.290920e-01
4.128342e-01 8.597236e-01 4.175684e-01
4.056664e-01 8.629148e-01 4.060149e-01
3.984986e-01 8.661060e-01 3.946637e-01
3.913308e-01 8.692973e-01 3.834507e-01
3.841631e-01 8.724885e-01 3.715158e-01
3.769953e-01 8.756798e-01 3.599039e-01
3.698265e-01 8.788710e-01 3.476516e-01
3.626587e-01 8.820622e-01 3.357445e-01
3.554909e-01 8.852535e-01 3.241826e-01
3.483231e-01 8.884457e-01 3.124355e-01
3.411554e-01 8.916370e-01 3.000574e-01
3.339876e-01 8.948282e-01 2.887410e-01
3.268198e-01 8.980194e-01 2.770122e-01
3.196520e-01 9.012107e-01 2.653481e-01
3.124842e-01 9.044019e-01 2.536331e-01
3.053165e-01 9.075931e-01 2.422088e-01
2.981487e-01 9.107844e-01 2.311189e-01
2.909809e-01 9.139756e-01 2.200183e-01
2.838131e-01 9.171669e-01 2.089761e-01
2.766453e-01 9.203581e-01 1.979723e-01
2.694776e-01 9.235503e-01 1.872731e-01
2.623098e-01 9.267416e-01 1.769946e-01
2.551410e-01 9.299328e-01 1.666251e-01
2.479732e-01 9.331241e-01 1.566017e-01
2.408054e-01 9.363153e-01 1.471043e-01
2.336377e-01 9.395065e-01 1.376935e-01
2.264699e-01 9.426978e-01 1.282231e-01
2.193021e-01 9.458890e-01 1.189425e-01
2.121343e-01 9.490802e-01 1.103115e-01
2.049665e-01 9.522715e-01 1.019361e-01
1.977987e-01 9.554637e-01 9.419739e-02
1.906310e-01 9.586550e-01 8.627737e-02
1.834632e-01 9.618462e-01 7.864165e-02
1.762954e-01 9.650374e-01 7.140708e-02
1.691276e-01 9.682287e-01 6.479967e-02
1.619598e-01 9.714199e-01 5.836153e-02
1.547921e-01 9.746111e-01 5.233181e-02
1.476243e-01 9.778024e-01 4.668820e-02
1.404555e-01 9.809936e-01 4.104984e-02
1.332877e-01 9.841849e-01 3.614843e-02
1.261199e-01 9.873761e-01 3.149295e-02
1.189522e-01 9.905683e-01 2.727151e-02
1.117844e-01 9.937596e-01 2.339578e-02
6.820206e-01 7.312847e-01 6.310767e-01
6.748528e-01 7.344760e-01 6.344216e-01
6.676851e-01 7.376672e-01 6.375486e-01
6.605173e-01 7.408595e-01 6.400791e-01
6.533495e-01 7.440507e-01 6.420487e-01
6.461817e-01 7.472419e-01 6.436614e-01
6.390139e-01 7.504332e-01 6.439692e-01
6.318462e-01 7.536244e-01 6.448259e-01
6.246784e-01 7.568156e-01 6.445353e-01
6.175106e-01 7.600069e-01 6.435188e-01
6.103418e-01 7.631981e-01 6.420482e-01
6.031740e-01 7.663894e-01 6.404631e-01
5.960063e-01 7.695806e-01 6.385782e-01
5.888385e-01 7.727718e-01 6.356581e-01
5.816707e-01 7.759641e-01 6.322126e-01
5.745029e-01 7.791553e-01 6.284070e-01
5.673351e-01 7.823466e-01 6.244875e-01
5.601673e-01 7.855378e-01 6.198304e-01
5.529996e-01 7.887290e-01 6.143986e-01
5.458318e-01 7.919203e-01 6.087737e-01
5.386640e-01 7.951115e-01 6.030488e-01
5.314962e-01 7.983027e-01 5.962570e-01
5.243284e-01 8.014940e-01 5.896015e-01
5.171607e-01 8.046852e-01 5.824729e-01
5.099929e-01 8.078765e-01 5.747337e-01
5.028251e-01 8.110687e-01 5.665115e-01
4.956563e-01 8.142599e-01 5.581315e-01
4.884885e-01 8.174512e-01 5.497054e-01
4.813208e-01 8.206424e-01 5.406401e-01
4.741530e-01 8.238336e-01 5.312706e-01
4.669852e-01 8.270249e-01 5.215836e-01
4.598174e-01 8.302161e-01 5.116509e-01
4.526496e-01 8.334074e-01 5.013628e-01
4.454818e-01 8.365986e-01 4.910389e-01
4.383141e-01 8.397898e-01 4.801443e-01
4.311463e-01 8.429811e-01 4.689871e-01
4.239785e-01 8.461733e-01 4.580832e-01
4.168107e-01 8.493646e-01 4.467739e-01
4.096429e-01 8.525558e-01 4.357152e-01
4.024752e-01 8.557470e-01 4.237720e-01
3.953074e-01 8.589383e-01 4.121629e-01
3.881396e-01 8.621295e-01 4.002401e-01
3.809708e-01 8.653207e-01 3.885945e-01
3.738030e-01 8.685120e-01 3.767867e-01
3.666353e-01 8.717032e-01 3.646041e-01
3.594675e-01 8.748945e-01 3.525896e-01
3.522997e-01 8.780857e-01 3.405708e-01
3.451319e-01 8.812779e-01 3.285079e-01
3.379641e-01 8.844692e-01 3.164502e-01
3.307963e-01 8.876604e-01 3.044301e-01
3.236286e-01 8.908517e-01 2.923194e-01
3.164608e-01 8.940429e-01 2.806376e-01
3.092930e-01 8.972341e-01 2.689192e-01
3.021252e-01 9.004254e-01 2.572178e-01
2.949574e-01 9.036166e-01 2.457829e-01
2.877897e-01 9.068078e-01 2.341696e-01
2.806219e-01 9.099991e-01 2.228056e-01
2.734541e-01 9.131903e-01 2.118791e-01
2.662853e-01 9.163826e-01 2.009076e-01
2.591175e-01 9.195738e-01 1.901134e-01
2.519498e-01 9.227650e-01 1.795871e-01
2.447820e-01 9.259563e-01 1.691463e-01
2.376142e-01 9.291475e-01 1.594620e-01
2.304464e-01 9.323387e-01 1.495984e-01
2.232786e-01 9.355300e-01 1.400882e-01
2.161109e-01 9.387212e-01 1.305480e-01
2.089431e-01 9.419125e-01 1.215476e-01
2.017753e-01 9.451037e-01 1.126120e-01
1.946075e-01 9.482949e-01 1.042836e-01
1.874397e-01 9.514872e-01 9.633422e-02
1.802719e-01 9.546784e-01 8.842421e-02
1.731042e-01 9.578697e-01 8.086920e-02
1.659364e-01 9.610609e-01 7.380474e-02
1.587686e-01 9.642521e-01 6.693840e-02
1.515998e-01 9.674434e-01 6.047392e-02
1.444320e-01 9.706346e-01 5.436444e-02
1.372643e-01 9.738258e-01 4.878628e-02
1.300965e-01 9.770171e-01 4.360008e-02
1.229287e-01 9.802083e-01 3.835225e-02
1.157609e-01 9.833996e-01 3.377020e-02
1.085931e-01 9.865918e-01 2.956271e-02
1.014254e-01 9.897830e-01 2.587855e-02
9.425757e-02 9.929743e-01 2.208579e-02
8.708979e-02 9.961655e-01 1.913869e-02
6.931649e-01 7.177345e-01 6.385362e-01
6.859972e-01 7.209257e-01 6.436059e-01
6.788294e-01 7.241170e-01 6.475031e-01
6.716616e-01 7.273082e-01 6.512196e-01
6.644938e-01 7.304994e-01 6.539100e-01
6.573260e-01 7.336907e-01 6.569300e-01
6.501583e-01 7.368829e-01 6.587874e-01
6.429905e-01 7.400741e-01 6.603417e-01
6.358227e-01 7.432654e-01 6.613501e-01
6.286549e-01 7.464566e-01 6.619762e-01
6.214871e-01 7.496479e-01 6.617709e-01
6.143184e-01 7.528391e-01 6.610430e-01
6.071506e-01 7.560303e-01 6.596932e-01
5.999828e-01 7.592216e-01 6.579497e-01
5.928150e-01 7.624128e-01 6.562206e-01
5.856472e-01 7.656041e-01 6.533518e-01
5.784795e-01 7.687953e-01 6.500372e-01
5.713117e-01 7.719875e-01 6.461920e-01
5.641439e-01 7.751788e-01 6.423723e-01
5.569761e-01 7.783700e-01 6.375555e-01
5.498083e-01 7.815612e-01 6.320522e-01
5.426405e-01 7.847525e-01 6.271565e-01
5.354728e-01 7.879437e-01 6.209550e-01
5.283050e-01 7.911350e-01 6.146314e-01
5.211372e-01 7.943262e-01 6.075451e-01
5.139694e-01 7.975174e-01 6.001583e-01
5.068016e-01 8.007087e-01 5.928860e-01
4.996329e-01 8.038999e-01 5.846369e-01
4.924651e-01 8.070922e-01 5.765543e-01
4.852973e-01 8.102834e-01 5.678805e-01
4.781295e-01 8.134746e-01 5.587707e-01
4.709617e-01 8.166659e-01 5.492550e-01
4.637940e-01 8.198571e-01 5.396185e-01
4.566262e-01 8.230483e-01 5.295025e-01
4.494584e-01 8.262396e-01 5.195327e-01
4.422906e-01 8.294308e-01 5.088171e-01
4.351228e-01 8.326221e-01 4.980142e-01
4.279550e-01 8.358133e-01 4.872727e-01
4.207873e-01 8.390045e-01 4.755118e-01
4.136195e-01 8.421968e-01 4.644800e-01
4.064517e-01 8.453880e-01 4.530115e-01
3.992839e-01 8.485792e-01 4.408159e-01
3.921161e-01 8.517705e-01 4.291660e-01
3.849474e-01 8.549617e-01 4.173719e-01
3.777796e-01 8.581530e-01 4.052587e-01
3.706118e-01 8.613442e-01 3.929374e-01
3.634440e-01 8.645354e-01 3.808651e-01
3.562762e-01 8.677267e-01 3.686322e-01
3.491085e-01 8.709179e-01 3.563349e-01
3.419407e-01 8.741092e-01 3.442920e-01
3.347729e-01 8.773014e-01 3.320615e-01
3.276051e-01 8.804926e-01 3.201542e-01
3.204373e-01 8.836839e-01 3.079852e-01
3.132695e-01 8.868751e-01 2.958322e-01
3.061018e-01 8.900663e-01 2.832501e-01
2.989340e-01 8.932576e-01 2.713057e-01
2.917662e-01 8.964488e-01 2.599144e-01
2.845984e-01 8.996401e-01 2.482275e-01
2.774306e-01 9.028313e-01 2.367908e-01
2.702619e-01 9.060225e-01 2.253132e-01
2.630941e-01 9.092138e-01 2.138356e-01
2.559263e-01 9.124060e-01 2.032106e-01
2.487585e-01 9.155973e-01 1.926132e-01
2.415907e-01 9.187885e-01 1.816864e-01
2.344230e-01 9.219797e-01 1.712450e-01
2.272552e-01 9.251710e-01 1.609315e-01
2.200874e-01 9.283622e-01 1.510453e-01
2.129196e-01 9.315534e-01 1.415735e-01
2.057518e-01 9.347447e-01 1.319489e-01
1.985841e-01 9.379359e-01 1.233966e-01
1.914163e-01 9.411272e-01 1.145298e-01
1.842485e-01 9.443184e-01 1.059792e-01
1.770807e-01 9.475106e-01 9.779060e-02
1.699129e-01 9.507019e-01 9.024584e-02
1.627451e-01 9.538931e-01 8.217669e-02
1.555764e-01 9.570843e-01 7.522166e-02
1.484086e-01 9.602756e-01 6.830871e-02
1.412408e-01 9.634668e-01 6.189549e-02
1.340730e-01 9.666581e-01 5.596471e-02
1.269052e-01 9.698493e-01 5.016005e-02
1.197375e-01 9.730405e-01 4.466665e-02
1.125697e-01 9.762318e-01 3.972864e-02
1.054019e-01 9.794230e-01 3.524899e-02
9.823411e-02 9.826153e-01 3.104615e-02
9.106633e-02 9.858065e-01 2.718270e-02
8.389855e-02 9.889977e-01 2.388823e-02
7.673077e-02 9.921890e-01 2.068830e-02
6.956299e-02 9.953802e-01 1.808071e-02
7.114771e-01 7.009930e-01 6.366421e-01
7.043093e-01 7.041842e-01 6.433086e-01
6.971415e-01 7.073755e-01 6.493353e-01
6.899737e-01 7.105667e-01 6.548287e-01
6.828059e-01 7.137579e-01 6.594855e-01
6.756381e-01 7.169492e-01 6.638181e-01
6.684704e-01 7.201404e-01 6.675359e-01
6.613026e-01 7.233317e-01 6.706386e-01
6.541348e-01 7.265229e-01 6.735200e-01
6.469670e-01 7.297141e-01 6.754639e-01
6.397992e-01 7.329064e-01 6.768872e-01
6.326315e-01 7.360976e-01 6.780558e-01
6.254627e-01 7.392888e-01 6.788152e-01
6.182949e-01 7.424801e-01 6.786779e-01
6.111271e-01 7.456713e-01 6.783079e-01
6.039593e-01 7.488626e-01 6.769667e-01
5.967916e-01 7.520538e-01 6.752337e-01
5.896238e-01 7.552450e-01 6.730574e-01
5.824560e-01 7.584363e-01 6.706066e-01
5.752882e-01 7.616275e-01 6.674209e-01
5.681204e-01 7.648187e-01 6.634805e-01
5.609526e-01 7.680110e-01 6.600413e-01
5.537849e-01 7.712022e-01 6.552652e-01
5.466171e-01 7.743935e-01 6.500279e-01
5.394493e-01 7.775847e-01 6.445755e-01
5.322815e-01 7.807759e-01 6.389285e-01
5.251137e-01 7.839672e-01 6.322398e-01
5.179460e-01 7.871584e-01 6.254796e-01
5.107772e-01 7.903497e-01 6.185399e-01
5.036094e-01 7.935409e-01 6.106514e-01
4.964416e-01 7.967321e-01 6.029061e-01
4.892738e-01 7.999234e-01 5.941007e-01
4.821061e-01 8.031156e-01 5.854541e-01
4.749383e-01 8.063068e-01 5.764580e-01
4.677705e-01 8.094981e-01 5.668715e-01
4.606027e-01 8.126893e-01 5.571477e-01
4.534349e-01 8.158806e-01 5.469828e-01
4.462672e-01 8.190718e-01 5.370725e-01
4.390994e-01 8.222630e-01 5.259719e-01
4.319316e-01 8.254543e-01 5.155778e-01
4.247638e-01 8.286455e-01 5.046777e-01
4.175960e-01 8.318368e-01 4.927173e-01
4.104282e-01 8.350280e-01 4.816115e-01
4.032605e-01 8.382202e-01 4.697680e-01
3.960917e-01 8.414115e-01 4.580575e-01
3.889239e-01 8.446027e-01 4.461164e-01
3.817561e-01 8.477939e-01 4.340937e-01
3.745883e-01 8.509852e-01 4.220073e-01
3.674206e-01 8.541764e-01 4.096102e-01
3.602528e-01 8.573677e-01 3.971816e-01
3.530850e-01 8.605589e-01 3.846197e-01
3.459172e-01 8.637501e-01 3.722152e-01
3.387494e-01 8.669414e-01 3.597424e-01
3.315817e-01 8.701326e-01 3.471676e-01
3.244139e-01 8.733249e-01 3.348815e-01
3.172461e-01 8.765161e-01 3.225846e-01
3.100783e-01 8.797073e-01 3.102928e-01
3.029105e-01 8.828986e-01 2.980844e-01
2.957427e-01 8.860898e-01 2.859268e-01
2.885750e-01 8.892810e-01 2.736950e-01
2.814062e-01 8.924723e-01 2.616550e-01
2.742384e-01 8.956635e-01 2.500061e-01
2.670706e-01 8.988548e-01 2.381783e-01
2.599028e-01 9.020460e-01 2.266941e-01
2.527351e-01 9.052372e-01 2.156084e-01
2.455673e-01 9.084295e-01 2.042218e-01
2.383995e-01 9.116207e-01 1.935722e-01
2.312317e-01 9.148119e-01 1.828870e-01
